Episode #,State,Action,Reward,Next State,Terminated
32,[-0.56114966 -0.00227397],1,-1.0,[-0.5631426  -0.00199294],0
32,[-0.5631426  -0.00199294],1,-1.0,[-0.56483966 -0.00169705],0
32,[-0.56483966 -0.00169705],1,-1.0,[-0.5662282  -0.00138854],0
32,[-0.5662282  -0.00138854],1,-1.0,[-0.5672979  -0.00106969],0
32,[-0.5672979  -0.00106969],1,-1.0,[-0.5680408  -0.00074288],0
32,[-0.5680408  -0.00074288],1,-1.0,[-5.6845134e-01 -4.1055249e-04],0
32,[-5.6845134e-01 -4.1055249e-04],1,-1.0,[-5.6852651e-01 -7.5172546e-05],0
32,[-5.6852651e-01 -7.5172546e-05],1,-1.0,[-5.6826574e-01  2.6076607e-04],0
32,[-5.6826574e-01  2.6076607e-04],1,-1.0,[-0.56767094  0.00059477],0
32,[-0.56767094  0.00059477],1,-1.0,[-0.5667466   0.00092435],0
32,[-0.5667466   0.00092435],1,-1.0,[-0.56549954  0.00124705],0
32,[-0.56549954  0.00124705],1,-1.0,[-0.5639391   0.00156048],0
32,[-0.5639391   0.00156048],1,-1.0,[-0.5620768   0.00186229],0
32,[-0.5620768   0.00186229],1,-1.0,[-0.55992657  0.00215024],0
32,[-0.55992657  0.00215024],1,-1.0,[-0.5575044   0.00242216],0
32,[-0.5575044   0.00242216],1,-1.0,[-0.5548284   0.00267601],0
32,[-0.5548284   0.00267601],1,-1.0,[-0.5519185   0.00290989],0
32,[-0.5519185   0.00290989],1,-1.0,[-0.5487965   0.00312203],0
32,[-0.5487965   0.00312203],1,-1.0,[-0.5454856   0.00331084],0
32,[-0.5454856   0.00331084],1,-1.0,[-0.5420107   0.00347487],0
32,[-0.5420107   0.00347487],1,-1.0,[-0.53839785  0.00361289],0
32,[-0.53839785  0.00361289],1,-1.0,[-0.534674    0.00372385],0
32,[-0.534674    0.00372385],1,-1.0,[-0.5308671  0.0038069],0
32,[-0.5308671  0.0038069],1,-1.0,[-0.52700573  0.0038614 ],0
32,[-0.52700573  0.0038614 ],1,-1.0,[-0.52311873  0.00388696],0
32,[-0.52311873  0.00388696],1,-1.0,[-0.5192354   0.00388336],0
32,[-0.5192354   0.00388336],1,-1.0,[-0.5153848   0.00385063],0
32,[-0.5153848   0.00385063],1,-1.0,[-0.5115957   0.00378903],0
32,[-0.5115957   0.00378903],1,-1.0,[-0.5078967   0.00369903],0
32,[-0.5078967   0.00369903],1,-1.0,[-0.5043154   0.00358131],0
32,[-0.5043154   0.00358131],1,-1.0,[-0.50087863  0.00343676],0
32,[-0.50087863  0.00343676],1,-1.0,[-0.49761215  0.00326649],0
32,[-0.49761215  0.00326649],1,-1.0,[-0.49454036  0.00307179],0
32,[-0.49454036  0.00307179],1,-1.0,[-0.49168622  0.00285413],0
32,[-0.49168622  0.00285413],1,-1.0,[-0.48907107  0.00261515],0
32,[-0.48907107  0.00261515],1,-1.0,[-0.48671442  0.00235665],0
32,[-0.48671442  0.00235665],1,-1.0,[-0.48463383  0.00208059],0
32,[-0.48463383  0.00208059],1,-1.0,[-0.48284483  0.00178901],0
32,[-0.48284483  0.00178901],1,-1.0,[-0.4813607   0.00148412],0
32,[-0.4813607   0.00148412],1,-1.0,[-0.4801925   0.00116818],0
32,[-0.4801925   0.00116818],1,-1.0,[-0.47934896  0.00084355],0
32,[-0.47934896  0.00084355],1,-1.0,[-0.4788363   0.00051265],0
32,[-0.4788363   0.00051265],1,-1.0,[-4.7865835e-01  1.7794418e-04],0
32,[-4.7865835e-01  1.7794418e-04],1,-1.0,[-4.7881645e-01 -1.5808875e-04],0
32,[-4.7881645e-01 -1.5808875e-04],1,-1.0,[-0.4793094  -0.00049295],0
32,[-0.4793094  -0.00049295],1,-1.0,[-0.48013353 -0.00082414],0
32,[-0.48013353 -0.00082414],1,-1.0,[-0.48128274 -0.00114921],0
32,[-0.48128274 -0.00114921],1,-1.0,[-0.48274848 -0.00146573],0
32,[-0.48274848 -0.00146573],1,-1.0,[-0.4845198  -0.00177134],0
32,[-0.4845198  -0.00177134],1,-1.0,[-0.48658356 -0.00206376],0
32,[-0.48658356 -0.00206376],1,-1.0,[-0.48892435 -0.0023408 ],0
32,[-0.48892435 -0.0023408 ],1,-1.0,[-0.49152476 -0.00260039],0
32,[-0.49152476 -0.00260039],1,-1.0,[-0.49436533 -0.00284057],0
32,[-0.49436533 -0.00284057],1,-1.0,[-0.49742487 -0.00305954],0
32,[-0.49742487 -0.00305954],1,-1.0,[-0.5006805  -0.00325565],0
32,[-0.5006805  -0.00325565],1,-1.0,[-0.50410795 -0.0034274 ],0
32,[-0.50410795 -0.0034274 ],1,-1.0,[-0.5076814 -0.0035735],0
32,[-0.5076814 -0.0035735],1,-1.0,[-0.51137424 -0.00369283],0
32,[-0.51137424 -0.00369283],1,-1.0,[-0.5151588 -0.0037845],0
32,[-0.5151588 -0.0037845],1,-1.0,[-0.51900655 -0.00384779],0
32,[-0.51900655 -0.00384779],1,-1.0,[-0.5228888  -0.00388223],0
32,[-0.5228888  -0.00388223],1,-1.0,[-0.5267763  -0.00388755],1
33,"(array([-0.41675645,  0.        ], dtype=float32), {})",1,-1.0,[-0.41754413 -0.00078767],0
33,[-0.41754413 -0.00078767],1,-1.0,[-0.41911384 -0.00156972],0
33,[-0.41911384 -0.00156972],1,-1.0,[-0.42145446 -0.00234059],0
33,[-0.42145446 -0.00234059],1,-1.0,[-0.4245492  -0.00309474],0
33,[-0.4245492  -0.00309474],1,-1.0,[-0.42837593 -0.00382673],0
33,[-0.42837593 -0.00382673],1,-1.0,[-0.43290713 -0.00453123],0
33,[-0.43290713 -0.00453123],1,-1.0,[-0.4381102  -0.00520305],0
33,[-0.4381102  -0.00520305],1,-1.0,[-0.4439474  -0.00583721],0
33,[-0.4439474  -0.00583721],1,-1.0,[-0.45037633 -0.00642893],0
33,[-0.45037633 -0.00642893],1,-1.0,[-0.45735002 -0.00697369],0
33,[-0.45735002 -0.00697369],1,-1.0,[-0.46481732 -0.00746729],0
33,[-0.46481732 -0.00746729],1,-1.0,[-0.4727232  -0.00790587],0
33,[-0.4727232  -0.00790587],1,-1.0,[-0.48100916 -0.00828596],0
33,[-0.48100916 -0.00828596],1,-1.0,[-0.48961365 -0.00860451],0
33,[-0.48961365 -0.00860451],1,-1.0,[-0.49847263 -0.00885896],0
33,[-0.49847263 -0.00885896],1,-1.0,[-0.50751984 -0.00904723],0
33,[-0.50751984 -0.00904723],1,-1.0,[-0.51668763 -0.00916777],0
33,[-0.51668763 -0.00916777],1,-1.0,[-0.5259072 -0.0092196],0
33,[-0.5259072 -0.0092196],1,-1.0,[-0.5351095  -0.00920229],0
33,[-0.5351095  -0.00920229],1,-1.0,[-0.54422545 -0.00911598],0
33,[-0.54422545 -0.00911598],1,-1.0,[-0.55318683 -0.00896137],0
33,[-0.55318683 -0.00896137],1,-1.0,[-0.5619266  -0.00873975],0
33,[-0.5619266  -0.00873975],1,-1.0,[-0.57037956 -0.00845293],0
33,[-0.57037956 -0.00845293],1,-1.0,[-0.57848275 -0.00810322],0
33,[-0.57848275 -0.00810322],1,-1.0,[-0.5861762  -0.00769345],0
33,[-0.5861762  -0.00769345],1,-1.0,[-0.5934031  -0.00722687],0
33,[-0.5934031  -0.00722687],1,-1.0,[-0.60011023 -0.00670716],0
33,[-0.60011023 -0.00670716],1,-1.0,[-0.6062486  -0.00613835],0
33,[-0.6062486  -0.00613835],1,-1.0,[-0.6117734  -0.00552481],0
33,[-0.6117734  -0.00552481],1,-1.0,[-0.61664456 -0.00487118],0
33,[-0.61664456 -0.00487118],1,-1.0,[-0.62082696 -0.00418237],0
33,[-0.62082696 -0.00418237],1,-1.0,[-0.6242904  -0.00346345],0
33,[-0.6242904  -0.00346345],1,-1.0,[-0.6270101 -0.0027197],0
33,[-0.6270101 -0.0027197],1,-1.0,[-0.62896657 -0.00195649],0
33,[-0.62896657 -0.00195649],1,-1.0,[-0.6301459  -0.00117933],0
33,[-0.6301459  -0.00117933],1,-1.0,[-6.3053966e-01 -3.9376336e-04],0
33,[-6.3053966e-01 -3.9376336e-04],1,-1.0,[-6.3014507e-01  3.9460513e-04],0
33,[-6.3014507e-01  3.9460513e-04],1,-1.0,[-0.6289649   0.00118016],0
33,[-0.6289649   0.00118016],1,-1.0,[-0.6270076   0.00195732],0
33,[-0.6270076   0.00195732],1,-1.0,[-0.62428707  0.0027205 ],0
33,[-0.62428707  0.0027205 ],1,-1.0,[-0.62082285  0.00346423],0
33,[-0.62082285  0.00346423],1,-1.0,[-0.61663973  0.00418312],0
33,[-0.61663973  0.00418312],1,-1.0,[-0.6117678  0.0048719],0
33,[-0.6117678  0.0048719],1,-1.0,[-0.60624236  0.00552548],0
33,[-0.60624236  0.00552548],1,-1.0,[-0.6001034   0.00613898],0
33,[-0.6001034   0.00613898],1,-1.0,[-0.59339565  0.00670774],0
33,[-0.59339565  0.00670774],1,-1.0,[-0.5861682  0.0072274],0
33,[-0.5861682  0.0072274],1,-1.0,[-0.57847434  0.00769392],0
33,[-0.57847434  0.00769392],1,-1.0,[-0.5703707   0.00810363],0
33,[-0.5703707   0.00810363],1,-1.0,[-0.5619174   0.00845327],0
33,[-0.5619174   0.00845327],1,-1.0,[-0.5531774   0.00874003],0
33,[-0.5531774   0.00874003],1,-1.0,[-0.5442158   0.00896158],0
33,[-0.5442158   0.00896158],1,-1.0,[-0.5350997  0.0091161],0
33,[-0.5350997  0.0091161],1,-1.0,[-0.5258974   0.00920234],0
33,[-0.5258974   0.00920234],1,-1.0,[-0.5166778   0.00921958],0
33,[-0.5166778   0.00921958],1,-1.0,[-0.5075101   0.00916768],0
33,[-0.5075101   0.00916768],1,-1.0,[-0.49846303  0.00904706],0
33,[-0.49846303  0.00904706],1,-1.0,[-0.48960432  0.00885872],0
33,[-0.48960432  0.00885872],1,-1.0,[-0.48100013  0.00860421],0
33,[-0.48100013  0.00860421],1,-1.0,[-0.47271454  0.00828558],0
33,[-0.47271454  0.00828558],1,-1.0,[-0.4648091   0.00790543],0
33,[-0.4648091   0.00790543],1,-1.0,[-0.4573423   0.00746679],0
33,[-0.4573423   0.00746679],1,-1.0,[-0.45036918  0.00697313],0
33,[-0.45036918  0.00697313],1,-1.0,[-0.44394085  0.00642832],0
33,[-0.44394085  0.00642832],1,-1.0,[-0.4381043   0.00583656],0
33,[-0.4381043   0.00583656],1,-1.0,[-0.43290195  0.00520235],0
33,[-0.43290195  0.00520235],1,-1.0,[-0.42837146  0.00453049],0
33,[-0.42837146  0.00453049],1,-1.0,[-0.4245455   0.00382596],0
33,[-0.4245455   0.00382596],1,-1.0,[-0.42145154  0.00309395],0
33,[-0.42145154  0.00309395],1,-1.0,[-0.41911176  0.00233978],0
33,[-0.41911176  0.00233978],1,-1.0,[-0.41754287  0.00156889],0
33,[-0.41754287  0.00156889],1,-1.0,[-0.41675603  0.00078683],0
33,[-0.41675603  0.00078683],1,-1.0,[-4.167569e-01 -8.425270e-07],0
33,[-4.167569e-01 -8.425270e-07],1,-1.0,[-0.41754538 -0.00078851],0
33,[-0.41754538 -0.00078851],1,-1.0,[-0.41911596 -0.00157056],0
33,[-0.41911596 -0.00157056],1,-1.0,[-0.42145735 -0.00234141],0
33,[-0.42145735 -0.00234141],1,-1.0,[-0.4245529  -0.00309554],0
33,[-0.4245529  -0.00309554],1,-1.0,[-0.4283804 -0.0038275],0
33,[-0.4283804 -0.0038275],1,-1.0,[-0.43291235 -0.00453196],0
33,[-0.43291235 -0.00453196],1,-1.0,[-0.4381161  -0.00520375],0
33,[-0.4381161  -0.00520375],1,-1.0,[-0.44395396 -0.00583787],0
33,[-0.44395396 -0.00583787],1,-1.0,[-0.4503835  -0.00642954],0
33,[-0.4503835  -0.00642954],1,-1.0,[-0.45735776 -0.00697425],0
33,[-0.45735776 -0.00697425],1,-1.0,[-0.46482554 -0.00746779],0
33,[-0.46482554 -0.00746779],1,-1.0,[-0.47273186 -0.00790631],0
33,[-0.47273186 -0.00790631],1,-1.0,[-0.4810182  -0.00828633],0
33,[-0.4810182  -0.00828633],1,-1.0,[-0.489623   -0.00860482],0
33,[-0.489623   -0.00860482],1,-1.0,[-0.4984822 -0.0088592],0
33,[-0.4984822 -0.0088592],1,-1.0,[-0.5075296  -0.00904739],0
33,[-0.5075296  -0.00904739],1,-1.0,[-0.51669747 -0.00916786],0
33,[-0.51669747 -0.00916786],1,-1.0,[-0.52591705 -0.00921962],0
33,[-0.52591705 -0.00921962],1,-1.0,[-0.5351193  -0.00920223],0
33,[-0.5351193  -0.00920223],1,-1.0,[-0.54423517 -0.00911585],0
33,[-0.54423517 -0.00911585],1,-1.0,[-0.5531963  -0.00896117],0
33,[-0.5531963  -0.00896117],1,-1.0,[-0.5619358  -0.00873948],0
33,[-0.5619358  -0.00873948],1,-1.0,[-0.5703884  -0.00845259],0
33,[-0.5703884  -0.00845259],1,-1.0,[-0.5784912  -0.00810282],0
33,[-0.5784912  -0.00810282],1,-1.0,[-0.5861842  -0.00769298],0
33,[-0.5861842  -0.00769298],1,-1.0,[-0.59341055 -0.00722634],0
33,[-0.59341055 -0.00722634],1,-1.0,[-0.6001171  -0.00670658],0
33,[-0.6001171  -0.00670658],1,-1.0,[-0.6062548  -0.00613772],0
33,[-0.6062548  -0.00613772],1,-1.0,[-0.611779   -0.00552413],0
33,[-0.611779   -0.00552413],1,-1.0,[-0.61664945 -0.00487046],0
33,[-0.61664945 -0.00487046],1,-1.0,[-0.620831   -0.00418161],0
33,[-0.620831   -0.00418161],1,-1.0,[-0.6242937  -0.00346267],0
33,[-0.6242937  -0.00346267],1,-1.0,[-0.6270126  -0.00271889],0
33,[-0.6270126  -0.00271889],1,-1.0,[-0.62896824 -0.00195567],0
33,[-0.62896824 -0.00195567],1,-1.0,[-0.63014674 -0.00117849],0
33,[-0.63014674 -0.00117849],1,-1.0,[-6.3053966e-01 -3.9292159e-04],0
33,[-6.3053966e-01 -3.9292159e-04],1,-1.0,[-6.3014424e-01  3.9544690e-04],0
33,[-6.3014424e-01  3.9544690e-04],1,-1.0,[-0.62896323  0.001181  ],0
33,[-0.62896323  0.001181  ],1,-1.0,[-0.6270051   0.00195814],0
33,[-0.6270051   0.00195814],1,-1.0,[-0.6242838   0.00272131],0
33,[-0.6242838   0.00272131],1,-1.0,[-0.6208188   0.00346501],0
33,[-0.6208188   0.00346501],1,-1.0,[-0.6166349   0.00418387],0
33,[-0.6166349   0.00418387],1,-1.0,[-0.6117623   0.00487262],0
33,[-0.6117623   0.00487262],1,-1.0,[-0.6062361   0.00552616],0
33,[-0.6062361   0.00552616],1,-1.0,[-0.6000965   0.00613961],0
33,[-0.6000965   0.00613961],1,-1.0,[-0.5933882   0.00670832],0
33,[-0.5933882   0.00670832],1,-1.0,[-0.58616024  0.00722793],0
33,[-0.58616024  0.00722793],1,-1.0,[-0.5784659   0.00769439],0
33,[-0.5784659   0.00769439],1,-1.0,[-0.57036185  0.00810404],0
33,[-0.57036185  0.00810404],1,-1.0,[-0.56190825  0.00845361],0
33,[-0.56190825  0.00845361],1,-1.0,[-0.55316794  0.0087403 ],0
33,[-0.55316794  0.0087403 ],1,-1.0,[-0.54420614  0.00896178],0
33,[-0.54420614  0.00896178],1,-1.0,[-0.5350899   0.00911623],0
33,[-0.5350899   0.00911623],1,-1.0,[-0.5258875  0.0092024],0
33,[-0.5258875  0.0092024],1,-1.0,[-0.51666796  0.00921956],0
33,[-0.51666796  0.00921956],1,-1.0,[-0.50750035  0.00916759],0
33,[-0.50750035  0.00916759],1,-1.0,[-0.49845347  0.0090469 ],0
33,[-0.49845347  0.0090469 ],1,-1.0,[-0.48959497  0.00885849],0
33,[-0.48959497  0.00885849],1,-1.0,[-0.4809911  0.0086039],0
33,[-0.4809911  0.0086039],1,-1.0,[-0.47270587  0.00828521],0
33,[-0.47270587  0.00828521],1,-1.0,[-0.46480086  0.007905  ],0
33,[-0.46480086  0.007905  ],1,-1.0,[-0.45733458  0.00746629],0
33,[-0.45733458  0.00746629],1,-1.0,[-0.450362    0.00697258],0
33,[-0.450362    0.00697258],1,-1.0,[-0.4439343   0.00642771],0
33,[-0.4439343   0.00642771],1,-1.0,[-0.4380984  0.0058359],0
33,[-0.4380984  0.0058359],1,-1.0,[-0.43289673  0.00520166],0
33,[-0.43289673  0.00520166],1,-1.0,[-0.428367    0.00452975],0
33,[-0.428367    0.00452975],1,-1.0,[-0.42454177  0.00382519],0
33,[-0.42454177  0.00382519],1,-1.0,[-0.42144865  0.00309315],0
33,[-0.42144865  0.00309315],1,-1.0,[-0.41910967  0.00233896],0
33,[-0.41910967  0.00233896],1,-1.0,[-0.41754162  0.00156806],0
33,[-0.41754162  0.00156806],1,-1.0,[-0.41675562  0.00078599],0
33,[-0.41675562  0.00078599],1,-1.0,[-4.1675732e-01 -1.6850540e-06],0
33,[-4.1675732e-01 -1.6850540e-06],1,-1.0,[-0.41754666 -0.00078935],0
33,[-0.41754666 -0.00078935],1,-1.0,[-0.41911805 -0.00157139],0
33,[-0.41911805 -0.00157139],1,-1.0,[-0.42146027 -0.00234222],0
33,[-0.42146027 -0.00234222],1,-1.0,[-0.42455658 -0.00309633],0
33,[-0.42455658 -0.00309633],1,-1.0,[-0.42838487 -0.00382827],0
33,[-0.42838487 -0.00382827],1,-1.0,[-0.43291757 -0.0045327 ],0
33,[-0.43291757 -0.0045327 ],1,-1.0,[-0.438122   -0.00520445],0
33,[-0.438122   -0.00520445],1,-1.0,[-0.44396052 -0.00583852],0
33,[-0.44396052 -0.00583852],1,-1.0,[-0.45039067 -0.00643014],0
33,[-0.45039067 -0.00643014],1,-1.0,[-0.45736548 -0.0069748 ],0
33,[-0.45736548 -0.0069748 ],1,-1.0,[-0.46483377 -0.00746829],0
33,[-0.46483377 -0.00746829],1,-1.0,[-0.4727405  -0.00790675],0
33,[-0.4727405  -0.00790675],1,-1.0,[-0.48102722 -0.00828671],0
33,[-0.48102722 -0.00828671],1,-1.0,[-0.48963234 -0.00860513],0
33,[-0.48963234 -0.00860513],1,-1.0,[-0.49849176 -0.00885943],0
33,[-0.49849176 -0.00885943],1,-1.0,[-0.50753933 -0.00904756],0
33,[-0.50753933 -0.00904756],1,-1.0,[-0.5167073  -0.00916796],0
33,[-0.5167073  -0.00916796],1,-1.0,[-0.52592695 -0.00921964],0
33,[-0.52592695 -0.00921964],1,-1.0,[-0.53512913 -0.00920218],0
33,[-0.53512913 -0.00920218],1,-1.0,[-0.5442448  -0.00911572],0
33,[-0.5442448  -0.00911572],1,-1.0,[-0.5532058  -0.00896097],0
33,[-0.5532058  -0.00896097],1,-1.0,[-0.561945   -0.00873921],0
33,[-0.561945   -0.00873921],1,-1.0,[-0.57039726 -0.00845225],0
33,[-0.57039726 -0.00845225],1,-1.0,[-0.5784997  -0.00810241],0
33,[-0.5784997  -0.00810241],1,-1.0,[-0.5861922  -0.00769251],0
33,[-0.5861922  -0.00769251],1,-1.0,[-0.593418   -0.00722582],0
33,[-0.593418   -0.00722582],1,-1.0,[-0.600124   -0.00670599],0
33,[-0.600124   -0.00670599],1,-1.0,[-0.6062611  -0.00613708],0
33,[-0.6062611  -0.00613708],1,-1.0,[-0.6117845  -0.00552345],0
33,[-0.6117845  -0.00552345],1,-1.0,[-0.6166543  -0.00486975],0
33,[-0.6166543  -0.00486975],1,-1.0,[-0.6208351  -0.00418086],0
33,[-0.6208351  -0.00418086],1,-1.0,[-0.624297   -0.00346189],0
33,[-0.624297   -0.00346189],1,-1.0,[-0.6270151  -0.00271808],0
33,[-0.6270151  -0.00271808],1,-1.0,[-0.62896997 -0.00195484],0
33,[-0.62896997 -0.00195484],1,-1.0,[-0.6301476  -0.00117766],0
33,[-0.6301476  -0.00117766],1,-1.0,[-6.3053966e-01 -3.9207979e-04],0
33,[-6.3053966e-01 -3.9207979e-04],1,-1.0,[-6.3014340e-01  3.9628867e-04],0
33,[-6.3014340e-01  3.9628867e-04],1,-1.0,[-0.62896156  0.00118184],0
33,[-0.62896156  0.00118184],1,-1.0,[-0.6270026   0.00195896],0
33,[-0.6270026   0.00195896],1,-1.0,[-0.62428045  0.00272211],0
33,[-0.62428045  0.00272211],1,-1.0,[-0.6208147  0.0034658],0
33,[-0.6208147  0.0034658],1,-1.0,[-0.6166301   0.00418462],0
33,[-0.6166301   0.00418462],1,-1.0,[-0.61175674  0.00487334],0
33,[-0.61175674  0.00487334],1,-1.0,[-0.6062299   0.00552684],0
33,[-0.6062299   0.00552684],1,-1.0,[-0.6000896   0.00614024],0
33,[-0.6000896   0.00614024],1,-1.0,[-0.59338075  0.0067089 ],0
33,[-0.59338075  0.0067089 ],1,-1.0,[-0.58615226  0.00722845],0
33,[-0.58615226  0.00722845],1,-1.0,[-0.5784574   0.00769486],0
33,[-0.5784574   0.00769486],1,-1.0,[-0.570353    0.00810444],0
33,[-0.570353    0.00810444],1,-1.0,[-0.561899    0.00845395],0
33,[-0.561899    0.00845395],1,-1.0,[-0.55315846  0.00874057],0
33,[-0.55315846  0.00874057],1,-1.0,[-0.5441965   0.00896198],0
33,[-0.5441965   0.00896198],1,-1.0,[-0.53508013  0.00911636],0
33,[-0.53508013  0.00911636],1,-1.0,[-0.52587765  0.00920246],1
34,"(array([-0.55228984,  0.        ], dtype=float32), {})",1,-1.0,[-5.5207491e-01  2.1491747e-04],0
34,[-5.5207491e-01  2.1491747e-04],1,-1.0,[-5.5164671e-01  4.2822896e-04],0
34,[-5.5164671e-01  4.2822896e-04],1,-1.0,[-0.55100834  0.00063834],0
34,[-0.55100834  0.00063834],1,-1.0,[-0.5501647   0.00084368],0
34,[-0.5501647   0.00084368],1,-1.0,[-0.549122    0.00104271],0
34,[-0.549122    0.00104271],1,-1.0,[-0.54788804  0.00123395],0
34,[-0.54788804  0.00123395],1,-1.0,[-0.5464721   0.00141596],0
34,[-0.5464721   0.00141596],1,-1.0,[-0.5448847   0.00158737],0
34,[-0.5448847   0.00158737],1,-1.0,[-0.5431378   0.00174691],0
34,[-0.5431378   0.00174691],1,-1.0,[-0.5412444   0.00189337],0
34,[-0.5412444   0.00189337],1,-1.0,[-0.5392188   0.00202565],0
34,[-0.5392188   0.00202565],1,-1.0,[-0.537076    0.00214276],0
34,[-0.537076    0.00214276],1,-1.0,[-0.5348322   0.00224381],0
34,[-0.5348322   0.00224381],1,-1.0,[-0.53250414  0.00232804],0
34,[-0.53250414  0.00232804],1,-1.0,[-0.53010935  0.00239482],0
34,[-0.53010935  0.00239482],1,-1.0,[-0.5276657   0.00244365],0
34,[-0.5276657   0.00244365],1,-1.0,[-0.52519155  0.00247415],0
34,[-0.52519155  0.00247415],1,-1.0,[-0.52270544  0.0024861 ],0
34,[-0.52270544  0.0024861 ],1,-1.0,[-0.520226   0.0024794],0
34,[-0.520226   0.0024794],1,-1.0,[-0.5177719  0.0024541],0
34,[-0.5177719  0.0024541],1,-1.0,[-0.51536155  0.0024104 ],0
34,[-0.51536155  0.0024104 ],1,-1.0,[-0.5130129   0.00234863],0
34,[-0.5130129   0.00234863],1,-1.0,[-0.5107436   0.00226925],0
34,[-0.5107436   0.00226925],1,-1.0,[-0.5085708   0.00217286],0
34,[-0.5085708   0.00217286],1,-1.0,[-0.5065106   0.00206019],0
34,[-0.5065106   0.00206019],1,-1.0,[-0.50457853  0.00193208],0
34,[-0.50457853  0.00193208],1,-1.0,[-0.502789    0.00178951],0
34,[-0.502789    0.00178951],1,-1.0,[-0.5011555   0.00163354],0
34,[-0.5011555   0.00163354],1,-1.0,[-0.49969015  0.00146534],0
34,[-0.49969015  0.00146534],1,-1.0,[-0.49840397  0.00128618],0
34,[-0.49840397  0.00128618],1,-1.0,[-0.49730656  0.0010974 ],0
34,[-0.49730656  0.0010974 ],1,-1.0,[-0.49640614  0.00090041],0
34,[-0.49640614  0.00090041],1,-1.0,[-0.49570945  0.00069669],0
34,[-0.49570945  0.00069669],1,-1.0,[-4.952217e-01  4.877644e-04],0
34,[-4.952217e-01  4.877644e-04],1,-1.0,[-4.9494651e-01  2.7519328e-04],0
34,[-4.9494651e-01  2.7519328e-04],1,-1.0,[-4.9488595e-01  6.0565751e-05],0
34,[-4.9488595e-01  6.0565751e-05],1,-1.0,[-4.9504045e-01 -1.5451433e-04],0
34,[-4.9504045e-01 -1.5451433e-04],1,-1.0,[-4.9540889e-01 -3.6843983e-04],0
34,[-4.9540889e-01 -3.6843983e-04],1,-1.0,[-0.4959885  -0.00057961],0
34,[-0.4959885  -0.00057961],1,-1.0,[-0.49677494 -0.00078645],0
34,[-0.49677494 -0.00078645],1,-1.0,[-0.49776238 -0.00098741],0
34,[-0.49776238 -0.00098741],1,-1.0,[-0.49894336 -0.00118099],0
34,[-0.49894336 -0.00118099],1,-1.0,[-0.5003091  -0.00136574],0
34,[-0.5003091  -0.00136574],1,-1.0,[-0.50184935 -0.00154027],0
34,[-0.50184935 -0.00154027],1,-1.0,[-0.5035527  -0.00170328],0
34,[-0.5035527  -0.00170328],1,-1.0,[-0.5054062  -0.00185353],0
34,[-0.5054062  -0.00185353],1,-1.0,[-0.5073961  -0.00198991],0
34,[-0.5073961  -0.00198991],1,-1.0,[-0.5095075  -0.00211138],0
34,[-0.5095075  -0.00211138],1,-1.0,[-0.5117245  -0.00221703],0
34,[-0.5117245  -0.00221703],1,-1.0,[-0.5140306  -0.00230607],0
34,[-0.5140306  -0.00230607],1,-1.0,[-0.5164084  -0.00237782],0
34,[-0.5164084  -0.00237782],1,-1.0,[-0.51884013 -0.00243175],0
34,[-0.51884013 -0.00243175],1,-1.0,[-0.5213076  -0.00246744],0
34,[-0.5213076  -0.00246744],1,-1.0,[-0.5237922  -0.00248462],0
34,[-0.5237922  -0.00248462],1,-1.0,[-0.52627534 -0.00248317],0
34,[-0.52627534 -0.00248317],1,-1.0,[-0.52873844 -0.00246309],0
34,[-0.52873844 -0.00246309],1,-1.0,[-0.531163   -0.00242455],0
34,[-0.531163   -0.00242455],1,-1.0,[-0.53353083 -0.00236782],0
34,[-0.53353083 -0.00236782],1,-1.0,[-0.5358242  -0.00229334],0
34,[-0.5358242  -0.00229334],1,-1.0,[-0.53802586 -0.00220167],0
34,[-0.53802586 -0.00220167],1,-1.0,[-0.54011935 -0.0020935 ],0
34,[-0.54011935 -0.0020935 ],1,-1.0,[-0.542089   -0.00196965],0
34,[-0.542089   -0.00196965],1,-1.0,[-0.54392004 -0.00183104],0
34,[-0.54392004 -0.00183104],1,-1.0,[-0.54559875 -0.00167873],0
34,[-0.54559875 -0.00167873],1,-1.0,[-0.54711264 -0.00151385],0
34,[-0.54711264 -0.00151385],1,-1.0,[-0.54845023 -0.00133764],0
34,[-0.54845023 -0.00133764],1,-1.0,[-0.5496017  -0.00115143],0
34,[-0.5496017  -0.00115143],1,-1.0,[-0.55055827 -0.0009566 ],0
34,[-0.55055827 -0.0009566 ],1,-1.0,[-0.5513129  -0.00075463],0
34,[-0.5513129  -0.00075463],1,-1.0,[-5.5185992e-01 -5.4701086e-04],0
34,[-5.5185992e-01 -5.4701086e-04],1,-1.0,[-5.5219525e-01 -3.3530605e-04],0
34,[-5.5219525e-01 -3.3530605e-04],1,-1.0,[-5.52316308e-01 -1.21095625e-04],0
34,[-5.52316308e-01 -1.21095625e-04],1,-1.0,[-5.522223e-01  9.401967e-05],0
34,[-5.522223e-01  9.401967e-05],1,-1.0,[-5.5191386e-01  3.0843241e-04],0
34,[-5.5191386e-01  3.0843241e-04],1,-1.0,[-5.5139333e-01  5.2054034e-04],0
34,[-5.5139333e-01  5.2054034e-04],1,-1.0,[-0.5506646   0.00072876],0
34,[-0.5506646   0.00072876],1,-1.0,[-0.54973304  0.00093153],0
34,[-0.54973304  0.00093153],1,-1.0,[-0.54860574  0.00112733],0
